DEALERSHIP_ID,REGION,EMPLOYEE_ID,FIRST_NAME,LAST_NAME,ADDRESS,CITY,STATE,COUNTRY,PHONE NUMBER,FAX NUMBER,EMAIL,GENDER,POSITION TYPE,HIRE_DATE,DATE_ENTERED
17,Central,86492,Jeff G,Zeanah,9430 Huntcliff Trce,Houston,Texas,United States,7709927730,7709927730,zjeffg@hotmail.com,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
18,Central,86425,Alden,Pearce,11745 Montana Ave,Detroit,Michigan,United States,3104764449,3104764449,palden@yahoo.com,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
18,Central,86462,Kenneth A,Anderberg,77 E Andrews Dr Nw,Detroit,Michigan,United States,4042319005,4042319005,akennetha@univ.edu,M,MANAGER,1/2/2003 0:00,1/2/2003 0:00
18,Central,86488,Chad,Teague,649 Timm Valley Rd Ne,Detroit,Michigan,United States,4048691787,4048691787,tchad@mailcity.com,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
18,Central,86410,Jeffery M,Renlie,408 N Spaulding Ave,Detroit,Michigan,United States,3236588564,3236588564,rjefferym@hotmail.com,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
18,Central,86413,Daniel T,Summers,2042 W 99th St,Detroit,Michigan,United States,3237552201,3237552201,sdanielt@compuserve.com,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
19,East,86437,Alejandro,Mendez,228 W 49th St,New York,New York,United States,3232330062,3232330062,,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
19,East,86468,S H,Giancola,675 W Peachtree St Ne,New York,New York,United States,4045297187,4045297187,gsh@mailcity.com,M,MANAGER,1/2/2003 0:00,1/2/2003 0:00
19,East,86485,Basilio,Acain,928 Nipomo Ave,New York,New York,United States,8055281886,8055281886,abasilio@univ.edu,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
20,East,86469,Daniel G,Gialloreto,8226 Brookwood Vly Cir Ne,Baltimore,Maryland,United States,4043520264,4043520264,gdanielg@mailcity.com,M,MANAGER,1/2/2003 0:00,1/2/2003 0:00
21,East,86447,Alfred,David,3603 Dunn Dr Apt 102,Boston,Massachusetts,United States,3108371176,3108371176,dalfred@xyz.org,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
21,East,86465,John,Giblin,273 Rumson Rd Ne,Boston,Massachusetts,United States,4042379619,4042379619,gjohn@mailcity.com,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
21,East,86475,M H,Dobson,812 Ponce De Leon Ave Ne,Boston,Massachusetts,United States,4048926117,4048926117,dmh@hotmail.com,M,MANAGER,1/2/2003 0:00,1/2/2003 0:00
21,East,86418,Michael,Ha,3756 Cardiff Ave Apt 209,Boston,Massachusetts,United States,3105595719,3105595719,,M,SALESREP,1/3/2003 0:00,1/3/2003 0:00
22,East,86450,Chuck,Anders,3045 Huntshire Pl,Miami,Florida,United States,7709348595,7709348595,,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
22,East,86471,John A,Ernst,3391 Kennington Ct Ne,Miami,Florida,United States,4042525899,4042525899,ejohna@geocities.com,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
22,East,86477,Robert W Jr,Gibeling,2466 Sharondale Dr Ne,Miami,Florida,United States,4042662730,4042662730,grobertwuniv.edu,M,MANAGER,1/2/2003 0:00,1/2/2003 0:00
22,East,86483,Laurencio,Zabala,4957 Mount Royal Dr,Miami,Florida,United States,3232579547,3232579547,zlaurencio@xyz.org,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
22,East,86404,Clement,Haddad,101 S Hayworth Ave,Miami,Florida,United States,3239396809,3239396809,hclement@yahoo.com,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
22,East,86404,Clement,Haddad,105 S Hayworth Ave,Miami,Florida,United States,3239396809,3239396809,hclement@yahoo.com,M,SALESREP,1/2/2003 0:00,1/3/2003 0:00
22,East,86430,Gilbert,Fader,2831 Midvale Ave,Miami,Florida,United States,3104461497,3104461497,fgilbert@hotmail.com,M,SALESREP,1/3/2003 0:00,1/3/2003 0:00
23,East,86421,Bruce N,Davidson,7729 Lexington Ave,Fairfax,Virginia,United States,3238826233,3238826233,dbrucen@hotmail.com,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
23,East,86458,Robert,Brabant,881 N Highland Ave Ne,Fairfax,Virginia,United States,4047244615,4047244615,brobert@univ.edu,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
23,East,86470,Scott,Giacobbe,420 Glenridge Clse Ct Ne,Fairfax,Virginia,United States,4042504400,4042504400,gscott@xyz.org,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
23,East,86479,Esteban,Roach,5400 Memorial Dr,Fairfax,Virginia,United States,4042986526,4042986526,,M,MANAGER,1/2/2003 0:00,1/2/2003 0:00
23,East,86490,Rich,Von Biberstein ,865 Starlight Dr Ne,Fairfax,Virginia,United States,4045310430,4045310430,,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
23,East,86421,Bruce N,Davidson,7779 Lexington Ave,Fairfax,Virginia,United States,3238826233,3238826233,dbrucen@hotmail.com,M,SALESREP,1/2/2003 0:00,1/3/2003 0:00
24,East,86443,Armando,Quezada,5532 Allan St,Charleston,West Virginia,United States,3233429873,3233429873,qarmando@hotmail.com,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
24,East,86482,Boon Y,Lee,1400 S Kenmore Ave,Charleston,West Virginia,United States,2137387957,2137387957,,M,MANAGER,1/2/2003 0:00,1/2/2003 0:00
25,East,86452,Khun,Be,5543 Harold Way,Atlanta,Georgia,United States,3234688003,3234688003,bkhun@yahoo.com,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
25,East,86486,Fred,Roach,222 Summerset Ln Ne,Atlanta,Georgia,United States,7704819392,7704819392,rfred@hotmail.com,M,MANAGER,1/2/2003 0:00,1/2/2003 0:00
25,East,86408,Harold J,King,3165 S Barrington Ave,Atlanta,Georgia,United States,3103987506,3103987506,kharoldj@compuserve.com,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
25,East,,Harold J,King,,Atlanta,Georgia,United States,3103987506,3103987506,kharoldj@compuserve.com,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
26,East,86449,Antonio,Acala,1637 E 52d,West Palm Beach,Florida,United States,3232348348,3232348348,aantonio@hotmail.com,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
26,East,86493,Aloysius,Zealy,1296 Moores Mill Rd Nw,West Palm Beach,Florida,United States,4043518608,4043518608,,M,MANAGER,1/2/2003 0:00,1/2/2003 0:00
26,East,86499,Kenneth A,Anderberg,3120 New Paces Fry Rd Se,West Palm Beach,Florida,United States,7704371778,7704371778,akennetha@xyz.org,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
27,West,86494,Beau,Teague,1131 Pinhurst Dr,Phoenix,Arizona,United States,7703840477,7703840477,tbeau@xyz.org,M,MANAGER,1/3/2003 0:00,1/3/2003 0:00
27,West,86417,Darren,Xanthos,10727 Lawler St,Phoenix,Arizona,United States,3108385276,3108385276,xdarren@yahoo.com,M,SALESREP,1/3/2003 0:00,1/3/2003 0:00
28,West,86422,Owen,Davies,120 S Vignes St,Honolulu,Hawaii,United States,2136251538,2136251538,dowen@mailcity.com,M,SALESREP,1/3/2003 0:00,1/3/2003 0:00
28,West,86446,Richard,Teach,1814 Village Mill Rd,Honolulu,Hawaii,United States,7703965851,7703965851,trichard@univ.edu,M,SALESREP,1/3/2003 0:00,1/3/2003 0:00
28,West,86454,Ric R,Carrasquilla,12 Peachtree Ave Ne,Honolulu,Hawaii,United States,4048698408,4048698408,cricr@yahoo.com,M,SALESREP,1/3/2003 0:00,1/3/2003 0:00
28,West,86495,A G,Teague,2055 Wallace Rd Sw,Honolulu,Hawaii,United States,4043442134,4043442134,,M,MANAGER,1/3/2003 0:00,1/3/2003 0:00
29,Central,86436,Henry,Pearce Percy,23415 Sky View Ter,Indianapolis,Indiana,United States,4083532928,4083532928,phenry@univ.edu,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
29,Central,86441,Herman,Nurcanyan,10767 Rose Ave Apt 49,Indianapolis,Indiana,United States,3105594646,3105594646,nherman@hotmail.com,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
29,Central,86496,Clarence,Ernest,4046 Princeton Pl Sw,Indianapolis,Indiana,United States,4046963119,4046963119,,M,MANAGER,1/2/2003 0:00,1/2/2003 0:00
29,Central,86405,Thomas A,Summer,17965 Helen Way,Indianapolis,Indiana,United States,4083533563,4083533563,sthomasa@xyz.org,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
29,Central,86405,Thomas A,Summer,17965 Helen Way,Indianapolis,Indiana,United States,4083533563,4085533563,sthomasa@xyz.org,M,SALESREP,1/2/2003 0:00,1/3/2003 0:00
30,East,86473,Matthew C,Bracco,2424 Druid Oaks Ne,Greenwich,Connecticut,United States,4046345228,4046345228,bmatthewc@univ.edu,M,SALESREP,1/2/2003 0:00,1/2/2003 0:00
30,East,86497,R,Giacalone,2123 Lenox Park Cir Ne,Greenwich,Connecticut,United States,4048488892,4048488892,gr@xyz.org,M,MANAGER,1/2/2003 0:00,1/2/2003 0:00
